Employee ID,Date of Joining,Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate
2905,2008/8/19,Male,Service,No,2,2,2.6,0.14
2906,2008/11/14,Female,Product,No,2,3,5.4,0.38
2907,2008/1/19,Female,Product,Yes,2,4,4.8,0.3
2908,2008/8/17,Male,Service,Yes,1,2,,0.24
2909,2008/7/9,Female,Service,Yes,1,4,4.3,0.34
2910,2008/7/3,Male,Service,No,3,6,8.1,0.66
2911,2008/12/26,Female,Service,Yes,2,3,6.6,0.46
2912,2008/6/28,Female,Product,Yes,2,3,5.3,0.43
2913,2008/11/9,Female,Service,Yes,0,1,,0.24
2914,2008/11/7,Female,Service,No,5,9,,0.85
2915,2008/3/26,Male,Product,No,3,5,,0.33
2916,2008/4/13,Female,Product,No,2,4,2.6,
2917,2008/3/28,Male,Service,No,3,6,5.9,0.56
2918,2008/10/6,Female,Service,No,2,4,6.9,0.48
2919,2008/5/1,Female,Product,Yes,0,1,0.7,0
2920,2008/1/30,Female,Product,No,3,5,,0.64
2921,2008/2/28,Male,Service,Yes,1,3,5,0.44
2922,2008/1/18,Male,Product,No,1,3,6.7,0.48
2923,2008/11/23,Female,Product,No,5,9,9.1,0.87
2924,2008/9/2,Male,Service,Yes,2,5,,0.6
2925,2008/8/22,Female,Product,Yes,2,,6.8,0.46
2926,2008/3/19,Male,Service,No,2,3,6.2,0.5
2927,2008/5/8,Female,Product,Yes,1,3,3.4,0.22
2928,2008/3/18,Female,Service,Yes,0,1,4.7,0.3
2929,2008/8/18,Female,Product,No,3,6,7.8,0.63
2930,2008/12/19,Female,Service,No,2,3,4.8,0.43
2931,2008/3/23,Female,Service,Yes,1,4,6,0.46
2932,2008/5/20,Female,Product,Yes,2,4,5.6,0.34
2933,2008/1/21,Male,Service,Yes,3,,5.8,0.41
2934,2008/3/28,Male,Product,No,3,7,6.3,0.55
2935,2008/12/26,Male,Service,Yes,3,5,4.8,0.39
2936,2008/9/24,Male,Service,Yes,3,6,6.2,0.56
2937,2008/11/18,Male,Product,No,3,6,7.3,0.6
2938,2008/5/10,Male,Service,No,3,6,8.7,0.68
2939,2008/3/7,Female,Product,Yes,4,6,7.1,0.65
2940,2008/12/13,Male,Service,No,3,5,,0.52
2941,2008/3/11,Female,Service,No,1,2,4,0.17
2942,2008/10/25,Female,Product,No,2,,5,0.4
2943,2008/5/14,Female,Service,No,2,3,6.5,0.44
2944,2008/5/15,Male,Product,Yes,3,6,7.8,0.62
2945,2008/11/6,Male,Service,No,2,4,6.6,0.43
2946,2008/1/7,Male,Service,No,2,5,6.5,0.56
2947,2008/11/8,Female,Product,No,0,1,3.9,0.27
2948,2008/1/8,Female,Service,Yes,4,7,7.3,0.75
2949,2008/4/10,Female,Service,Yes,2,4,3,0.23
2950,2008/8/6,Male,Service,No,4,8,9.4,0.81
2951,2008/10/17,Female,Product,No,2,5,5.8,0.37
2952,2008/11/4,Male,Service,Yes,2,5,4.5,0.35
2953,2008/1/25,Female,Service,Yes,1,1,,0.1
2954,2008/12/4,Male,Service,No,4,,7.5,0.61
2955,2008/4/30,Male,Product,Yes,0,1,2.8,0.16
2956,2008/6/7,Male,Service,Yes,0,1,3,
2957,2008/11/29,Male,Service,Yes,3,5,,0.47
2958,2008/8/18,Female,Service,Yes,1,3,4.8,0.38
2959,2008/3/11,Female,Service,Yes,4,,7.9,0.67
2960,2008/7/5,Male,Service,Yes,2,2,3.1,0.25
2961,2008/7/15,Female,Service,No,5,8,,0.78
2962,2008/4/2,Female,Service,No,3,6,5.7,0.51
2963,2008/7/27,Female,Service,No,3,7,7.5,0.67
2964,2008/8/5,Male,Product,No,4,6,7.1,0.66
2965,2008/8/27,Male,Service,Yes,0,,,0.19
2966,2008/10/12,Female,Product,Yes,2,3,2.9,0.21
2967,2008/10/9,Male,Service,Yes,0,1,,0
2968,2008/9/21,Male,Service,Yes,1,3,6.9,0.52
2969,2008/11/19,Male,Product,No,4,7,7.9,0.57
2970,2008/2/19,Male,Service,No,2,5,5.9,0.55
2971,2008/2/14,Male,Product,No,4,6,6,0.58
2972,2008/7/3,Male,Service,No,3,5,7.9,0.59
2973,2008/8/26,Female,Service,No,3,6,7,0.6
2974,2008/12/28,Male,Product,Yes,3,5,5.9,0.48
2975,2008/12/5,Female,Product,No,3,6,6.6,0.5
2976,2008/4/9,Female,Service,No,3,7,7.5,0.74
2977,2008/11/28,Female,Product,No,1,3,6.6,0.52
2978,2008/12/14,Female,Product,No,0,2,4.6,0.33
2979,2008/4/22,Male,Product,Yes,3,4,5.5,0.48
2980,2008/9/25,Male,Service,No,4,9,,0.73
2981,2008/10/1,Male,Product,Yes,2,3,3.4,0.24
2982,2008/9/7,Male,Service,No,0,1,0.8,0.02
2983,2008/3/6,Female,Service,Yes,2,6,6.5,0.62
2984,2008/3/30,Male,Product,Yes,1,3,6.4,0.45
2985,2008/6/5,Female,Product,No,4,9,9.8,0.83
2986,2008/5/31,Male,Product,No,1,4,7.4,0.52
2987,2008/12/24,Female,Product,No,3,6,7.4,0.54
2988,2008/8/16,Female,Service,Yes,1,2,3.9,0.33
2989,2008/11/12,Male,Product,Yes,2,3,5,0.35
2990,2008/1/3,Male,Service,Yes,3,5,5.8,0.48
2991,2008/5/7,Male,Service,No,2,4,5.8,
2992,2008/6/13,Female,Service,Yes,3,6,8.8,0.71
2993,2008/10/7,Female,Service,No,3,5,5.3,0.43
2994,2008/3/8,Male,Service,No,2,3,4.3,0.23
2995,2008/1/19,Female,Product,Yes,2,3,6.2,0.38
2996,2008/6/22,Male,Product,No,1,1,,0.04
2997,2008/6/4,Female,Product,Yes,1,3,4.5,0.26
2998,2008/10/4,Male,Service,No,3,6,8.9,0.71
2999,2008/3/23,Female,Service,Yes,3,6,5.1,0.45
3000,2008/3/4,Male,Service,No,2,6,7.3,0.51
3001,2008/7/11,Female,Product,No,5,9,9.2,0.83
3002,2008/3/3,Male,Product,No,3,6,8.5,0.73
3003,2008/1/15,Male,Service,Yes,1,1,4.2,0.24
3004,2008/2/6,Female,Product,Yes,1,4,5.1,0.35
3005,2008/11/13,Female,Service,No,2,6,6.4,0.54
3006,2008/12/11,Male,Service,No,1,4,6.5,0.53
3007,2008/11/18,Female,Product,Yes,2,,4,0.34
3008,2008/4/19,Male,Service,No,2,6,8.3,0.62
3009,2008/12/2,Female,Product,No,2,5,6.7,0.6
3010,2008/3/12,Male,Product,No,3,6,7.5,0.72
3011,2008/9/19,Male,Service,No,4,7,6.9,0.62
3012,2008/4/18,Female,Service,No,2,3,5.8,0.37
3013,2008/7/15,Female,Service,Yes,2,4,7.2,0.63
3014,2008/9/21,Female,Product,Yes,3,6,5.7,0.47
3015,2008/12/1,Female,Service,No,1,1,2.4,0.17
3016,2008/8/25,Female,Service,No,2,3,6.3,0.49
3017,2008/11/30,Male,Product,Yes,4,6,6.6,0.66
3018,2008/2/26,Female,Service,Yes,3,6,8.2,0.66
3019,2008/7/22,Female,Product,No,0,1,0.8,0.06
3020,2008/9/8,Male,Service,Yes,2,5,5.2,0.35
3021,2008/4/24,Female,Service,Yes,3,7,6.8,0.6
3022,2008/8/15,Female,Product,Yes,2,4,5.5,0.44
3023,2008/6/15,Female,Service,Yes,1,2,,0.45
3024,2008/5/17,Male,Service,No,2,4,,0.41
3025,2008/6/29,Male,Service,Yes,3,6,6.3,0.56
3026,2008/11/26,Male,Service,Yes,1,4,5.3,0.32
3027,2008/6/9,Female,Service,No,4,,10,1
3028,2008/1/31,Female,Product,Yes,1,3,6.3,0.5
3029,2008/11/10,Female,Product,No,0,2,2.1,0.13
3030,2008/10/15,Female,Product,Yes,1,1,,0.11
3031,2008/8/19,Female,Service,No,3,,,0.54
3032,2008/8/20,Male,Service,No,3,6,8.9,0.89
3033,2008/5/26,Male,Service,Yes,2,5,5.4,0.5
3034,2008/5/2,Female,Product,Yes,2,4,,0.4
3035,2008/9/1,Male,Service,Yes,2,4,5,0.37
3036,2008/1/21,Male,Service,Yes,1,2,,0.43
3037,2008/5/20,Female,Service,No,2,3,,0.18
3038,2008/11/2,Female,Product,Yes,1,4,7.2,0.5
3039,2008/3/21,Female,Service,No,2,6,8.1,0.7
3040,2008/1/30,Male,Service,No,2,4,5.1,0.37
3041,2008/7/31,Female,Service,Yes,3,6,5,0.41
3042,2008/3/10,Male,Service,No,4,7,6.5,0.64
3043,2008/3/28,Male,Service,Yes,1,3,5,0.3
3044,2008/7/22,Female,Service,Yes,1,3,4.9,0.34
3045,2008/2/12,Female,Service,No,2,5,4.1,0.32
3046,2008/9/15,Female,Service,Yes,2,,5,0.34
3047,2008/3/14,Male,Product,Yes,2,5,5.5,0.38
3048,2008/5/20,Female,Product,Yes,1,3,5,0.28
3049,2008/1/17,Female,Service,No,1,2,2.8,0.19
3050,2008/10/20,Male,Product,No,0,1,2.9,0.17
3051,2008/4/2,Female,Product,No,3,5,7.1,0.59
3052,2008/4/23,Male,Product,No,3,6,8,0.66
3053,2008/1/31,Female,Service,No,3,6,7.3,0.61
3054,2008/4/17,Female,Service,Yes,3,6,5.4,0.45
3055,2008/6/26,Female,Service,Yes,2,5,6.6,0.6
3056,2008/4/9,Female,Product,Yes,0,1,2.9,0.23
3057,2008/11/2,Female,Service,Yes,1,,4.4,0.23
3058,2008/2/11,Female,Product,Yes,3,6,6,0.52
3059,2008/10/26,Male,Service,Yes,3,7,6.4,0.56
3060,2008/11/16,Male,Service,Yes,1,1,0.9,0.08
3061,2008/7/7,Male,Service,No,4,10,9.1,0.99
3062,2008/7/20,Female,Service,Yes,2,3,4.6,0.22
3063,2008/12/6,Male,Service,Yes,2,2,3.3,0.2
3064,2008/1/25,Male,Service,No,4,7,7.7,0.71
3065,2008/2/17,Female,Service,Yes,1,2,4.9,0.35
3066,2008/10/31,Male,Service,No,2,5,6.5,0.42
3067,2008/9/4,Male,Service,Yes,2,3,4.8,0.26
3068,2008/2/15,Male,Service,No,2,3,,0.5
3069,2008/12/1,Male,Product,No,3,6,6.6,0.57
3070,2008/5/27,Female,Service,No,2,4,5.9,0.5
3071,2008/12/27,Male,Product,Yes,5,,8.3,0.81
3072,2008/7/30,Female,Service,Yes,2,3,5.5,0.39
3073,2008/12/26,Male,Service,Yes,1,3,3.7,
3074,2008/12/15,Male,Service,Yes,4,8,7.3,0.6
3075,2008/2/14,Male,Service,Yes,1,4,3.9,0.34
3076,2008/8/14,Female,Service,Yes,0,1,0,0
3077,2008/7/29,Female,Service,No,2,3,4.6,0.38
3078,2008/5/5,Female,Service,No,3,5,6.8,0.69
3079,2008/4/18,Female,Product,No,4,,10,0.98
3080,2008/6/18,Male,Service,Yes,0,2,3,0.12
3081,2008/2/7,Male,Service,No,2,4,7.2,0.61
3082,2008/4/3,Female,Product,Yes,1,3,4.7,0.35
3083,2008/6/1,Male,Service,No,2,5,7.3,0.51
3084,2008/2/21,Female,Service,Yes,1,3,3.2,0.25
3085,2008/1/21,Male,Product,No,3,6,7.5,0.55
3086,2008/8/17,Male,Product,No,3,5,6.9,0.46
3087,2008/2/6,Male,Product,No,4,7,8.4,0.64
3088,2008/12/9,Male,Service,No,3,4,6.8,0.49
3089,2008/10/17,Female,Service,No,3,6,9.3,0.87
3090,2008/1/21,Female,Service,No,3,6,6.9,0.53
3091,2008/12/30,Female,Service,Yes,1,2,3.6,0.26
3092,2008/6/13,Female,Service,No,0,1,0.6,0
3093,2008/4/8,Female,Product,Yes,1,3,5.3,0.45
3094,2008/3/1,Female,Service,No,3,8,9.4,0.92
3095,2008/10/14,Female,Product,No,1,5,5.4,0.51
3096,2008/12/11,Male,Service,No,3,5,7.7,0.66
3097,2008/8/21,Female,Product,Yes,2,3,4.2,0.37
3098,2008/8/16,Male,Product,No,2,5,5.9,0.54
3099,2008/7/14,Female,Service,No,3,6,3.9,0.32
3100,2008/4/5,Female,Product,Yes,4,9,8.5,0.77
3101,2008/3/18,Male,Service,Yes,3,5,5.8,
3102,2008/12/20,Male,Product,No,1,1,0,0
3103,2008/2/3,Male,Service,No,4,7,6.6,0.66
3104,2008/9/28,Female,Service,No,3,6,7.4,0.53
3105,2008/1/5,Female,Service,No,4,7,7.2,0.59
3106,2008/3/22,Female,Product,Yes,2,5,5.7,0.47
3107,2008/8/7,Female,Service,Yes,2,4,6,0.41
3108,2008/2/4,Female,Product,Yes,1,2,,0
3109,2008/5/11,Female,Service,Yes,1,1,0,0
3110,2008/4/27,Female,Service,No,3,6,5,0.33
3111,2008/7/14,Female,Service,Yes,2,3,4.8,0.37
3112,2008/12/25,Male,Service,Yes,3,6,8.7,0.68
3113,2008/1/17,Female,Service,Yes,3,4,5.3,0.48
3114,2008/7/29,Male,Product,No,3,5,5.8,0.55
3115,2008/1/18,Male,Service,No,0,1,1.8,0.1
3116,2008/1/28,Female,Service,Yes,3,5,4.7,0.4
3117,2008/11/30,Female,Product,Yes,3,4,5.4,
3118,2008/9/30,Male,Product,No,3,6,6.9,0.64
3119,2008/10/14,Male,Service,No,1,3,5.8,0.42
3120,2008/12/10,Male,Service,No,2,,2.9,0.23
3121,2008/1/20,Male,Product,Yes,1,3,4.4,0.36
3122,2008/12/26,Female,Product,No,1,,3.7,0.29
3123,2008/4/3,Female,Product,Yes,1,2,,0.24
3124,2008/3/30,Female,Service,Yes,2,4,8,0.65
3125,2008/8/8,Female,Service,No,1,1,2.2,0.06
3126,2008/10/20,Male,Service,Yes,3,6,7.8,0.64
3127,2008/1/23,Female,Service,No,1,3,5.9,0.45
3128,2008/5/12,Male,Service,Yes,2,,6.7,0.45
3129,2008/12/9,Male,Service,No,3,6,7.9,0.58
3130,2008/2/13,Female,Service,Yes,3,4,5.1,0.4
3131,2008/1/11,Female,Product,No,3,6,7.5,0.53
3132,2008/5/31,Male,Service,Yes,4,8,8.9,0.83
3133,2008/9/3,Female,Service,No,3,5,6.6,0.53
3134,2008/7/26,Male,Product,No,3,7,8.2,
3135,2008/11/23,Male,Service,Yes,1,3,6.9,0.49
3136,2008/1/22,Male,Service,No,3,5,6.3,0.54
3137,2008/7/14,Male,Product,No,3,5,6.1,0.53
3138,2008/6/4,Female,Service,Yes,1,3,2.9,0.17
3139,2008/2/13,Female,Service,Yes,2,,3.4,0.26
3140,2008/4/12,Female,Product,Yes,0,,2.9,0.14
3141,2008/8/24,Female,Product,Yes,1,,2,0.08
3142,2008/10/23,Female,Service,Yes,3,7,6.2,0.59
3143,2008/4/18,Male,Service,No,3,7,,
3144,2008/2/2,Female,Service,Yes,0,1,1.3,0.08
3145,2008/6/19,Female,Product,Yes,0,1,4.5,0.21
3146,2008/3/17,Female,Service,No,3,,6.6,0.5
3147,2008/1/28,Male,Service,Yes,2,3,5.9,0.36
3148,2008/4/11,Female,Product,Yes,3,6,7.1,
3149,2008/3/27,Female,Product,Yes,1,3,4,0.35
3150,2008/7/10,Male,Service,Yes,2,4,6.2,0.42
3151,2008/7/2,Male,Service,No,2,5,5.7,0.54
3152,2008/3/22,Female,Service,No,2,3,6.1,0.43
3153,2008/9/13,Male,Product,No,1,2,5,0.28
3154,2008/8/11,Male,Service,Yes,2,3,6.1,0.49
3155,2008/1/6,Male,Service,Yes,4,8,7.7,0.68
3156,2008/3/7,Female,Service,Yes,3,5,6.1,0.45
3157,2008/10/7,Male,Product,No,2,5,5.1,0.3
3158,2008/2/13,Male,Service,Yes,2,3,6.5,0.48
3159,2008/2/19,Female,Service,Yes,1,,5.7,0.35
3160,2008/12/23,Male,Product,No,4,7,8,0.84
3161,2008/8/1,Female,Product,No,1,1,1.8,0.09
3162,2008/11/28,Male,Product,No,2,6,6.5,0.59
3163,2008/7/19,Male,Service,Yes,4,7,7.8,0.65
3164,2008/11/11,Female,Service,Yes,5,10,10,1
3165,2008/8/15,Male,Product,Yes,3,5,4.9,0.39
3166,2008/9/3,Male,Service,No,1,4,5.7,0.45
3167,2008/2/27,Female,Product,Yes,4,,7.3,
3168,2008/10/7,Male,Service,No,2,4,,0.6
3169,2008/12/28,Female,Product,Yes,3,5,5.3,0.47
3170,2008/1/24,Female,Service,No,2,3,5,0.31
3171,2008/8/6,Female,Product,Yes,2,3,7,0.48
3172,2008/5/21,Male,Service,Yes,3,5,5.2,0.34
3173,2008/7/21,Male,Service,Yes,1,3,5.1,0.43
3174,2008/6/30,Male,Product,Yes,1,3,5.5,0.33
3175,2008/10/26,Male,Service,No,3,6,7.5,0.75
3176,2008/1/23,Male,Product,No,4,8,7.5,0.71
3177,2008/1/17,Female,Service,Yes,3,,7.6,0.7
3178,2008/10/21,Male,Service,Yes,0,3,5,0.31
3179,2008/10/4,Male,Product,Yes,2,4,4.9,0.42
3180,2008/6/5,Male,Product,Yes,2,5,7.1,0.56
3181,2008/7/12,Female,Product,No,3,6,5.7,0.46
3182,2008/11/14,Female,Product,Yes,2,2,,0.11
3183,2008/12/13,Female,Product,No,2,5,5.9,0.45
3184,2008/5/11,Male,Service,No,1,3,5.6,0.45
3185,2008/8/10,Male,Product,Yes,0,2,2.9,0.13
3186,2008/2/14,Male,Service,Yes,2,4,4.9,0.43
3187,2008/3/17,Female,Service,Yes,1,2,4.3,0.38
3188,2008/11/11,Male,Service,Yes,3,6,8.6,0.68
3189,2008/9/18,Male,Service,No,2,4,8,0.61
3190,2008/2/18,Female,Service,Yes,3,5,5.4,0.43
3191,2008/1/14,Male,Service,Yes,3,7,7.2,0.57
3192,2008/12/28,Female,Service,Yes,1,2,0,0
3193,2008/10/16,Male,Service,No,4,8,7.8,0.78
3194,2008/11/21,Female,Product,Yes,1,3,6.4,0.4
3195,2008/8/6,Male,Service,Yes,1,3,4.5,0.31
3196,2008/5/10,Female,Service,Yes,1,2,4,0.17
3197,2008/12/7,Female,Service,No,2,6,7.5,0.53
3198,2008/6/4,Male,Product,Yes,2,,5.3,0.4
3199,2008/10/27,Female,Product,Yes,2,3,4.6,0.26
3200,2008/7/4,Male,Service,Yes,1,,5.6,0.36
3201,2008/5/17,Female,Product,Yes,3,5,7.3,0.54
3202,2008/7/12,Male,Product,Yes,2,3,5.4,0.31
3203,2008/9/4,Male,Product,No,4,7,6.7,0.62
3204,2008/10/26,Female,Service,No,3,8,8.1,0.8
3205,2008/6/20,Female,Product,Yes,1,3,5.5,0.35
3206,2008/7/20,Male,Product,Yes,3,6,,
3207,2008/11/28,Male,Product,No,3,6,6.1,0.55
3208,2008/11/6,Male,Service,Yes,0,1,3.8,0.29
3209,2008/11/2,Female,Service,Yes,3,5,7.1,0.48
3210,2008/11/26,Male,Service,Yes,2,6,7.3,0.52
3211,2008/7/10,Female,Service,Yes,3,5,6,0.37
3212,2008/7/21,Male,Service,Yes,1,1,4,0.18
3213,2008/7/14,Male,Service,Yes,3,5,7,0.69
3214,2008/11/15,Male,Product,Yes,1,4,5.6,0.45
3215,2008/2/2,Male,Service,Yes,2,5,,0.46
3216,2008/8/28,Female,Service,Yes,3,4,5.7,0.44
3217,2008/10/20,Female,Service,Yes,1,1,3.1,0.15
3218,2008/11/18,Male,Service,Yes,2,4,6.3,0.42
3219,2008/1/12,Female,Service,No,1,2,5,0.29
3220,2008/1/27,Male,Service,Yes,2,5,4.9,0.41
3221,2008/1/26,Male,Product,Yes,2,3,3.1,0.12
3222,2008/1/2,Female,Service,Yes,3,6,6,0.5
3223,2008/3/4,Female,Service,Yes,1,3,3.7,0.29
3224,2008/4/15,Male,Product,No,2,2,3.5,0.24
3225,2008/9/3,Female,Service,Yes,4,8,8.4,0.77
3226,2008/8/13,Female,Product,Yes,1,,5.7,0.43
3227,2008/11/3,Male,Product,Yes,3,5,5.6,0.4
3228,2008/5/12,Female,Product,No,3,5,5.9,0.5
3229,2008/7/21,Male,Service,Yes,1,1,,0
3230,2008/11/21,Male,Service,No,1,3,3.6,0.15
3231,2008/10/17,Male,Product,Yes,2,4,5.9,0.41
3232,2008/8/5,Male,Service,No,3,6,7.7,
3233,2008/12/6,Female,Service,Yes,4,7,,0.6
3234,2008/12/21,Female,Service,Yes,3,6,6.7,0.54
3235,2008/4/13,Female,Product,No,3,7,8,0.81
3236,2008/3/3,Female,Service,No,1,2,5.4,0.36
3237,2008/3/25,Female,Product,No,2,,3.7,0.16
3238,2008/11/3,Male,Service,Yes,3,5,4.6,
3239,2008/7/26,Female,Product,Yes,1,3,6.2,0.38
3240,2008/4/20,Male,Service,No,4,7,7.8,0.63
3241,2008/2/9,Male,Service,Yes,3,7,6.8,0.67
3242,2008/2/21,Male,Service,No,2,4,6.9,0.63
3243,2008/3/8,Female,Service,Yes,3,6,7,0.53
3244,2008/2/19,Female,Service,Yes,3,6,7.9,0.72
3245,2008/12/15,Male,Service,No,3,7,8.1,0.71
3246,2008/9/6,Female,Service,Yes,1,2,6.2,0.5
3247,2008/4/18,Female,Product,Yes,3,7,7,0.57
3248,2008/10/7,Male,Service,Yes,3,4,3.9,0.31
3249,2008/5/13,Male,Service,No,3,6,6.7,0.62
3250,2008/1/6,Male,Product,No,4,8,8.9,0.72
3251,2008/5/24,Female,Service,Yes,4,6,6.5,0.51
3252,2008/6/16,Female,Product,No,3,6,6.1,0.55
3253,2008/3/23,Female,Service,Yes,2,3,5.4,0.44
3254,2008/1/15,Female,Service,No,3,7,6.1,0.52
3255,2008/5/24,Female,Service,Yes,0,1,2,0.09
3256,2008/4/24,Male,Service,Yes,0,1,1.5,0.08
3257,2008/9/28,Female,Service,No,1,4,3.8,0.33
3258,2008/2/2,Male,Service,Yes,2,,4.3,0.21
3259,2008/5/19,Male,Service,No,2,6,7.1,0.56
3260,2008/7/17,Male,Product,Yes,1,2,2.9,0.12
3261,2008/6/25,Male,Service,No,2,5,7.3,0.51
3262,2008/3/25,Male,Service,No,3,6,7,0.47
3263,2008/3/25,Male,Service,Yes,3,6,6,0.58
3264,2008/12/28,Male,Service,Yes,3,6,5.6,0.36
3265,2008/3/21,Female,Service,Yes,2,3,2.2,0.18
3266,2008/4/2,Male,Product,Yes,2,2,3,0.16
3267,2008/6/7,Female,Product,Yes,2,4,5,0.45
3268,2008/6/1,Male,Service,Yes,2,5,5.8,0.35
3269,2008/1/11,Male,Product,No,2,6,7,0.57
3270,2008/3/17,Female,Service,Yes,2,4,4.2,0.21
3271,2008/10/30,Female,Service,Yes,3,6,6,0.5
3272,2008/8/3,Female,Service,Yes,3,6,5.4,0.43
3273,2008/1/9,Female,Service,Yes,1,3,4.3,0.37
3274,2008/7/17,Male,Product,No,1,4,3.7,0.32
3275,2008/6/5,Female,Service,Yes,1,3,3.5,0.19
3276,2008/11/10,Female,Product,Yes,3,6,4.6,0.42
3277,2008/7/23,Female,Product,No,2,3,4,0.23
3278,2008/6/2,Female,Service,Yes,3,6,7.6,0.56
3279,2008/6/11,Female,Service,Yes,2,3,3.2,0.26
3280,2008/3/8,Female,Service,Yes,2,3,4.5,0.27
3281,2008/3/15,Female,Product,Yes,2,4,4.7,0.29
3282,2008/8/12,Female,Service,Yes,2,4,6.7,
3283,2008/6/16,Female,Service,Yes,2,4,,0.41
3284,2008/9/9,Male,Service,Yes,3,7,8,0.59
3285,2008/8/5,Male,Product,No,4,8,9.2,0.79
3286,2008/12/17,Female,Service,No,1,1,,0.26
3287,2008/11/3,Female,Product,No,2,4,6.7,0.48
3288,2008/2/7,Male,Service,Yes,1,3,,0.33
3289,2008/8/14,Female,Service,No,3,6,7.1,0.51
3290,2008/5/23,Male,Service,Yes,3,6,6,0.42
3291,2008/3/25,Male,Product,No,2,4,5.1,0.39
3292,2008/12/30,Female,Service,No,3,,6.7,0.54
3293,2008/12/17,Female,Service,No,1,4,6.4,0.45
3294,2008/4/15,Male,Service,No,5,9,,0.83
3295,2008/4/13,Male,Product,No,3,8,9.9,0.85
3296,2008/6/24,Female,Product,No,3,5,6.2,0.47
3297,2008/12/19,Male,Service,Yes,3,5,6.9,0.47
3298,2008/2/28,Male,Product,No,4,8,7.3,0.58
3299,2008/5/18,Female,Product,Yes,1,2,1.5,0.11
3300,2008/10/31,Female,Product,Yes,3,5,6.6,0.48
3301,2008/10/30,Female,Service,Yes,3,6,5.5,0.45
3302,2008/7/30,Male,Service,No,4,8,8.1,0.8
3303,2008/12/6,Female,Service,No,2,4,4.7,0.41
3304,2008/8/31,Male,Service,No,3,5,6.8,0.55
3305,2008/11/22,Female,Product,Yes,1,4,5.5,0.38
3306,2008/3/3,Female,Product,Yes,0,1,2.9,0.2
3307,2008/5/24,Male,Product,Yes,0,1,2,0.15
3308,2008/9/29,Male,Service,No,2,3,2.4,0.06
3309,2008/8/11,Female,Service,No,3,6,5.6,0.51
3310,2008/1/1,Female,Service,Yes,2,,4.7,0.23
3311,2008/11/8,Male,Product,No,4,8,8.7,0.88
3312,2008/6/13,Female,Service,Yes,2,6,6.5,0.53
3313,2008/8/22,Male,Product,No,4,7,,0.56
3314,2008/10/15,Male,Service,No,1,,3.8,0.29
3315,2008/5/7,Male,Product,No,1,2,0.5,0
3316,2008/4/4,Male,Service,Yes,2,4,6.4,0.49
3317,2008/12/2,Male,Product,Yes,2,5,7.1,0.52
3318,2008/4/15,Male,Service,No,4,6,6.2,0.51
3319,2008/3/16,Male,Product,Yes,1,3,3.5,0.18
3320,2008/1/19,Female,Service,No,3,6,7.3,0.51
3321,2008/10/9,Male,Service,Yes,2,5,6.5,0.43
3322,2008/6/22,Female,Service,No,2,5,6.9,0.58
3323,2008/11/17,Female,Service,No,1,4,5.7,0.41
3324,2008/5/29,Female,Service,No,2,5,7.3,
3325,2008/10/29,Male,Service,Yes,1,2,3.8,0.27
3326,2008/12/25,Male,Product,Yes,1,1,3,
3327,2008/12/19,Female,Product,Yes,3,3,4,0.27
3328,2008/1/10,Female,Service,No,1,1,4,0.17
3329,2008/4/17,Female,Service,No,2,5,6.7,0.63
3330,2008/5/15,Female,Product,Yes,1,2,3.4,0.17
3331,2008/1/13,Female,Service,Yes,2,4,5.5,0.33
3332,2008/12/12,Female,Service,No,2,2,2.9,0.21
3333,2008/7/5,Female,Service,No,3,7,6.2,0.59
3334,2008/3/24,Male,Service,No,2,5,6.1,0.59
3335,2008/7/23,Female,Service,Yes,1,3,,0.36
3336,2008/7/11,Male,Product,No,2,4,7.6,
3337,2008/4/24,Female,Service,No,3,5,5.7,
3338,2008/10/28,Female,Service,Yes,1,3,,0.44
3339,2008/10/30,Male,Service,Yes,3,5,5.3,0.47
3340,2008/1/16,Male,Product,No,2,5,5.8,0.51
3341,2008/3/6,Male,Product,No,2,,3.9,0.25
3342,2008/3/11,Male,Service,Yes,3,7,8.3,0.7
3343,2008/1/28,Male,Product,Yes,3,,,0.84
3344,2008/4/6,Female,Product,No,2,5,5.2,0.4
3345,2008/7/22,Male,Service,No,5,10,10,
3346,2008/3/2,Female,Service,Yes,0,1,2.8,0.14
3347,2008/7/30,Female,Service,Yes,2,4,5.4,0.36
3348,2008/9/29,Female,Service,Yes,3,5,5.7,0.36
3349,2008/9/10,Female,Service,Yes,0,1,4,0.25
3350,2008/6/28,Male,Product,No,3,6,7.4,0.69
3351,2008/8/26,Male,Product,No,3,5,4.7,0.4
3352,2008/10/25,Female,Service,No,1,4,4.7,0.41
3353,2008/10/20,Female,Service,No,3,6,5.9,0.43
3354,2008/8/14,Female,Service,No,2,2,2.6,0.18
3355,2008/10/15,Female,Product,Yes,2,4,4.5,
3356,2008/12/22,Male,Service,No,2,5,7.1,0.65
3357,2008/3/15,Female,Service,Yes,2,5,7.5,0.61
3358,2008/9/13,Female,Product,Yes,1,4,5,0.4
3359,2008/7/5,Male,Service,No,3,6,5.3,0.45
3360,2008/7/11,Male,Product,Yes,2,3,5.1,0.31
3361,2008/8/16,Female,Service,No,5,10,9.8,0.88
3362,2008/9/23,Male,Service,Yes,3,7,8.4,0.67
3363,2008/9/23,Male,Product,No,3,8,8.7,0.8
